Director;Type;Characters;Genre;Location;Temporal collocation;Saga;Duration;First viewing;id;isChosen;gender;age;resp.id;ques;alt
Steven Spielberg;Live-action;Humans;Thriller;Europe;2022;Yes;1h 40min;Platforms;1932;0;M;24;64;952;right
Christopher Nolan;Live-action;Animals;Thriller;Mars;2022;Yes;2h;Platforms;2872;0;M;24;64;953;left
Christopher Nolan;Animation film;Humans;Thriller;Europe;2100;Yes;1h 40min;Cinema;343;0;M;24;64;953;center
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;United States of America;2100;Yes;1h 40min;Platforms;2032;1;M;24;64;953;right
Tim Burton;Live-action;Animals;Thriller;Japan;2100;Yes;1h 40min;Platforms;2117;0;M;24;64;954;left
Christopher Nolan;Live-action;Humans;Thriller;Mars;2022;No;2h;Platforms;3298;1;M;24;64;954;center
Steven Spielberg;Live-action;Animals;Thriller;Japan;2022;Yes;2h;Platforms;2838;0;M;24;64;954;right
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Europe;End of the 19th century;Yes;1h 40min;Platforms;1800;0;M;24;64;955;left
Steven Spielberg;Animation film;Humans;Thriller;United States of America;End of the 19th century;Yes;2h;Platforms;2613;0;M;24;64;955;center
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Mars;End of the 19th century;Yes;2h;Platforms;2716;1;M;24;64;955;right
Christopher Nolan;Animation film;Animals;Thriller;United States of America;End of the 19th century;No;2h;Cinema;1321;0;M;24;64;956;left
Christopher Nolan;Live-action;Animals;Science-fiction;Mars;2100;No;2h;Cinema;1702;0;M;24;64;956;center
Tim Burton;Animation film;Animals;Thriller;Mars;End of the 19th century;No;2h;Cinema;1430;1;M;24;64;956;right
Steven Spielberg;Animation film;Animals;Science-fiction;Europe;End of the 19th century;No;2h;Platforms;3069;1;M;24;64;957;left
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;Europe;End of the 19th century;Yes;2h;Cinema;913;0;M;24;64;957;center
Tim Burton;Live-action;Humans;Thriller;Japan;2100;Yes;2h;Platforms;2975;0;M;24;64;957;right
Tim Burton;Live-action;Animals;Thriller;Japan;2022;No;1h 40min;Platforms;2405;0;M;24;64;958;left
Tim Burton;Live-action;Humans;Science-fiction;Mars;2100;Yes;2h;Platforms;2993;0;M;24;64;958;center
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;Japan;2100;No;1h 40min;Platforms;2552;1;M;24;64;958;right
Tim Burton;Live-action;Humans;Thriller;Mars;2022;Yes;1h 40min;Cinema;275;0;M;24;64;959;left
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Europe;2022;Yes;2h;Platforms;2803;1;M;24;64;959;center
Tim Burton;Live-action;Animals;Thriller;Mars;End of the 19th century;Yes;2h;Cinema;1001;0;M;24;64;959;right
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Japan;End of the 19th century;No;2h;Cinema;1401;0;M;24;64;960;left
Christopher Nolan;Animation film;Animals;Thriller;Europe;2100;Yes;1h 40min;Platforms;2077;1;M;24;64;960;center
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;Japan;End of the 19th century;No;1h 40min;Cinema;539;0;M;24;64;960;right
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;United States of America;End of the 19th century;Yes;2h;Cinema;882;0;M;24;65;961;left
Christopher Nolan;Live-action;Humans;Thriller;Europe;2022;No;2h;Cinema;1498;0;M;24;65;961;center
Tim Burton;Live-action;Animals;Science-fiction;Europe;2022;No;1h 40min;Cinema;623;1;M;24;65;961;right
Tim Burton;Animation film;Humans;Thriller;Mars;2022;Yes;2h;Cinema;1136;1;M;24;65;962;left
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Mars;End of the 19th century;Yes;2h;Platforms;2731;0;M;24;65;962;center
Christopher Nolan;Animation film;Humans;Science-fiction;Mars;2022;No;2h;Platforms;3277;0;M;24;65;962;right
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Japan;2022;No;2h;Cinema;1530;0;M;24;65;963;left
Steven Spielberg;Live-action;Animals;Thriller;Japan;2022;No;2h;Platforms;3270;0;M;24;65;963;center
Steven Spielberg;Animation film;Animals;Thriller;Mars;2100;Yes;1h 40min;Platforms;2151;1;M;24;65;963;right
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Japan;2022;No;1h 40min;Cinema;679;0;M;24;65;964;left
Christopher Nolan;Animation film;Animals;Science-fiction;Japan;End of the 19th century;No;2h;Platforms;3103;0;M;24;65;964;center
Steven Spielberg;Live-action;Animals;Science-fiction;Europe;2022;No;1h 40min;Platforms;2352;1;M;24;65;964;right
Christopher Nolan;Live-action;Humans;Thriller;Japan;End of the 19th century;Yes;1h 40min;Cinema;94;0;M;24;65;965;left
Christopher Nolan;Animation film;Animals;Thriller;United States of America;2100;Yes;2h;Cinema;1177;0;M;24;65;965;center
Christopher Nolan;Live-action;Humans;Thriller;United States of America;2100;Yes;2h;Platforms;2902;1;M;24;65;965;right
Tim Burton;Animation film;Humans;Thriller;Japan;End of the 19th century;No;1h 40min;Cinema;524;0;M;24;65;966;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Japan;End of the 19th century;No;2h;Platforms;3129;1;M;24;65;966;center
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;Europe;End of the 19th century;Yes;2h;Platforms;2660;0;M;24;65;966;right
Steven Spielberg;Live-action;Animals;Science-fiction;Mars;2022;Yes;1h 40min;Platforms;1992;1;M;24;65;967;left
Christopher Nolan;Animation film;Humans;Science-fiction;Europe;End of the 19th century;Yes;2h;Cinema;901;0;M;24;65;967;center
Christopher Nolan;Live-action;Humans;Thriller;Europe;End of the 19th century;No;1h 40min;Platforms;2218;0;M;24;65;967;right
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Mars;End of the 19th century;No;1h 40min;Platforms;2283;1;M;24;65;968;left
Steven Spielberg;Live-action;Humans;Thriller;Japan;2100;Yes;1h 40min;Cinema;384;0;M;24;65;968;center
Steven Spielberg;Live-action;Animals;Thriller;Japan;End of the 19th century;Yes;2h;Platforms;2694;0;M;24;65;968;right
Tim Burton;Live-action;Humans;Science-fiction;Europe;2100;Yes;1h 40min;Platforms;2057;0;M;24;65;969;left
Christopher Nolan;Animation film;Animals;Science-fiction;Europe;End of the 19th century;No;2h;Platforms;3067;1;M;24;65;969;center
Christopher Nolan;Live-action;Humans;Thriller;Europe;End of the 19th century;Yes;2h;Platforms;2650;0;M;24;65;969;right
Steven Spielberg;Animation film;Animals;Thriller;Europe;2022;Yes;2h;Cinema;1071;0;M;24;65;970;left
Christopher Nolan;Live-action;Animals;Science-fiction;United States of America;2022;No;1h 40min;Cinema;586;0;M;24;65;970;center
Steven Spielberg;Live-action;Animals;Science-fiction;Europe;2022;Yes;2h;Cinema;1056;1;M;24;65;970;right
Steven Spielberg;Animation film;Animals;Science-fiction;Mars;2022;No;1h 40min;Platforms;2421;1;M;24;65;971;left
Steven Spielberg;Live-action;Humans;Science-fiction;Japan;2022;Yes;1h 40min;Platforms;1950;0;M;24;65;971;center
Tim Burton;Animation film;Humans;Thriller;Europe;End of the 19th century;Yes;1h 40min;Cinema;56;0;M;24;65;971;right
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;United States of America;2100;Yes;1h 40min;Platforms;2034;0;M;24;65;972;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Europe;2100;Yes;2h;Platforms;2949;1;M;24;65;972;center
Tim Burton;Animation film;Humans;Thriller;United States of America;End of the 19th century;No;1h 40min;Platforms;2180;0;M;24;65;972;right
Tim Burton;Animation film;Humans;Science-fiction;Europe;2022;No;1h 40min;Platforms;2342;0;M;24;65;973;left
Tim Burton;Live-action;Animals;Thriller;Japan;2022;Yes;2h;Cinema;1109;0;M;24;65;973;center
Christopher Nolan;Animation film;Animals;Thriller;Europe;2022;No;2h;Cinema;1501;1;M;24;65;973;right
Steven Spielberg;Animation film;Humans;Thriller;Mars;2100;Yes;1h 40min;Cinema;417;1;M;24;65;974;left
Steven Spielberg;Live-action;Animals;Science-fiction;United States of America;2022;No;2h;Platforms;3180;0;M;24;65;974;center
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;Europe;2022;No;1h 40min;Platforms;2372;0;M;24;65;974;right
Steven Spielberg;Animation film;Humans;Science-fiction;Europe;End of the 19th century;Yes;1h 40min;Cinema;39;0;M;24;65;975;left
Tim Burton;Animation film;Animals;Science-fiction;Japan;2100;Yes;1h 40min;Platforms;2096;0;M;24;65;975;center
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;Mars;2022;Yes;1h 40min;Cinema;284;1;M;24;65;975;right
Tim Burton;Live-action;Animals;Science-fiction;Japan;2022;Yes;2h;Platforms;2819;0;F;24;66;976;left
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Europe;2022;Yes;2h;Platforms;2788;1;F;24;66;976;center
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Japan;End of the 19th century;Yes;2h;Cinema;951;0;F;24;66;976;right
Christopher Nolan;Live-action;Humans;Thriller;Japan;2022;No;2h;Cinema;1534;0;F;24;66;977;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Japan;2022;No;2h;Platforms;3258;0;F;24;66;977;center
Tim Burton;Live-action;Robots/androids/humanoids;Science-fiction;Japan;End of the 19th century;No;2h;Platforms;3113;1;F;24;66;977;right
Christopher Nolan;Animation film;Humans;Thriller;Mars;2022;No;1h 40min;Cinema;703;0;F;24;66;978;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Europe;End of the 19th century;No;2h;Cinema;1347;0;F;24;66;978;center
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Europe;End of the 19th century;Yes;2h;Platforms;2643;1;F;24;66;978;right
Tim Burton;Animation film;Animals;Science-fiction;Mars;End of the 19th century;Yes;1h 40min;Cinema;116;1;F;24;66;979;left
Tim Burton;Animation film;Animals;Science-fiction;Japan;2100;No;2h;Platforms;3392;0;F;24;66;979;center
Christopher Nolan;Live-action;Animals;Science-fiction;Europe;2100;Yes;1h 40min;Cinema;334;0;F;24;66;979;right
Steven Spielberg;Animation film;Humans;Thriller;Mars;End of the 19th century;No;1h 40min;Platforms;2289;1;F;24;66;980;left
Steven Spielberg;Animation film;Animals;Science-fiction;Mars;2022;No;2h;Platforms;3285;0;F;24;66;980;center
Christopher Nolan;Live-action;Animals;Science-fiction;Japan;2022;No;2h;Platforms;3250;0;F;24;66;980;right
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Europe;2022;No;1h 40min;Platforms;2371;1;F;24;66;981;left
Tim Burton;Live-action;Animals;Thriller;Japan;End of the 19th century;No;1h 40min;Platforms;2261;0;F;24;66;981;center
Tim Burton;Live-action;Humans;Thriller;United States of America;2022;Yes;2h;Cinema;1031;0;F;24;66;981;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Japan;End of the 19th century;No;2h;Platforms;3130;0;F;24;66;982;left
Tim Burton;Animation film;Animals;Science-fiction;Europe;2100;Yes;1h 40min;Platforms;2060;1;F;24;66;982;center
Tim Burton;Animation film;Animals;Science-fiction;Japan;2022;No;2h;Cinema;1520;0;F;24;66;982;right
Tim Burton;Live-action;Humans;Thriller;Japan;2100;Yes;2h;Cinema;1247;0;F;24;66;983;left
Christopher Nolan;Animation film;Humans;Science-fiction;Mars;2022;Yes;1h 40min;Cinema;253;1;F;24;66;983;center
Christopher Nolan;Animation film;Animals;Thriller;Mars;2022;No;2h;Platforms;3301;0;F;24;66;983;right
Steven Spielberg;Live-action;Humans;Science-fiction;Mars;2100;No;2h;Platforms;3426;1;F;24;66;984;left
Christopher Nolan;Animation film;Humans;Thriller;Europe;2022;Yes;1h 40min;Cinema;199;0;F;24;66;984;center
Steven Spielberg;Animation film;Humans;Thriller;Japan;End of the 19th century;No;1h 40min;Cinema;525;0;F;24;66;984;right
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;Japan;2022;No;1h 40min;Platforms;2390;1;F;24;66;985;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Europe;End of the 19th century;No;2h;Cinema;1350;0;F;24;66;985;center
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;Mars;2022;No;2h;Platforms;3289;0;F;24;66;985;right
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Mars;2100;No;2h;Cinema;1728;0;F;24;66;986;left
Tim Burton;Animation film;Humans;Thriller;Europe;2022;No;2h;Platforms;3224;0;F;24;66;986;center
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;Japan;2100;Yes;2h;Platforms;2965;1;F;24;66;986;right
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;End of the 19th century;Yes;2h;Platforms;2605;1;F;24;66;987;left
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;Mars;End of the 19th century;Yes;2h;Platforms;2714;0;F;24;66;987;center
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Europe;2100;No;1h 40min;Cinema;789;0;F;24;66;987;right
Tim Burton;Animation film;Animals;Thriller;Japan;2022;No;2h;Cinema;1538;0;F;24;66;988;left
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Europe;2100;Yes;1h 40min;Platforms;2068;0;F;24;66;988;center
Steven Spielberg;Animation film;Animals;Science-fiction;Mars;End of the 19th century;Yes;1h 40min;Platforms;1845;1;F;24;66;988;right
Steven Spielberg;Animation film;Animals;Science-fiction;Japan;End of the 19th century;No;2h;Cinema;1377;1;F;24;66;989;left
Christopher Nolan;Live-action;Animals;Science-fiction;Japan;2100;No;2h;Platforms;3394;0;F;24;66;989;center
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Japan;2022;Yes;2h;Platforms;2842;0;F;24;66;989;right
Christopher Nolan;Live-action;Animals;Thriller;Mars;End of the 19th century;Yes;2h;Platforms;2728;0;F;24;66;990;left
Steven Spielberg;Live-action;Humans;Thriller;Mars;End of the 19th century;Yes;1h 40min;Cinema;132;0;F;24;66;990;center
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;United States of America;End of the 19th century;No;1h 40min;Platforms;2196;1;F;24;66;990;right
Steven Spielberg;Live-action;Animals;Science-fiction;United States of America;2100;No;2h;Platforms;3324;0;F;23;67;991;left
Tim Burton;Animation film;Humans;Science-fiction;United States of America;End of the 19th century;No;1h 40min;Platforms;2162;1;F;23;67;991;center
Tim Burton;Live-action;Humans;Thriller;Japan;End of the 19th century;No;2h;Cinema;1391;0;F;23;67;991;right
Tim Burton;Live-action;Humans;Thriller;Japan;2100;Yes;1h 40min;Cinema;383;0;F;23;67;992;left
Steven Spielberg;Animation film;Animals;Science-fiction;Japan;2100;No;1h 40min;Cinema;801;0;F;23;67;992;center
Steven Spielberg;Live-action;Animals;Science-fiction;Mars;2022;No;1h 40min;Cinema;696;1;F;23;67;992;right
Tim Burton;Animation film;Animals;Science-fiction;Japan;End of the 19th century;Yes;2h;Platforms;2672;0;F;23;67;993;left
Steven Spielberg;Live-action;Humans;Science-fiction;Japan;2100;No;2h;Platforms;3390;0;F;23;67;993;center
Tim Burton;Animation film;Humans;Science-fiction;United States of America;End of the 19th century;Yes;2h;Cinema;866;1;F;23;67;993;right
Tim Burton;Animation film;Animals;Thriller;Japan;2100;No;1h 40min;Platforms;2546;0;F;23;67;994;left
Steven Spielberg;Live-action;Humans;Science-fiction;Japan;2022;Yes;1h 40min;Platforms;1950;0;F;23;67;994;center
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2022;No;1h 40min;Cinema;590;1;F;23;67;994;right
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Europe;2100;No;2h;Platforms;3384;0;F;23;67;995;left
Christopher Nolan;Animation film;Animals;Science-fiction;United States of America;2022;Yes;1h 40min;Cinema;151;1;F;23;67;995;center
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Mars;End of the 19th century;Yes;2h;Platforms;2731;0;F;23;67;995;right
Tim Burton;Live-action;Humans;Thriller;Europe;2022;Yes;2h;Cinema;1067;0;F;23;67;996;left
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;United States of America;2100;No;2h;Cinema;1600;1;F;23;67;996;center
Steven Spielberg;Live-action;Animals;Thriller;Europe;End of the 19th century;Yes;1h 40min;Platforms;1794;0;F;23;67;996;right
Christopher Nolan;Animation film;Animals;Science-fiction;United States of America;2100;No;2h;Platforms;3319;0;F;23;67;997;left
Steven Spielberg;Animation film;Animals;Thriller;Mars;2022;No;2h;Platforms;3303;1;F;23;67;997;center
Christopher Nolan;Animation film;Humans;Science-fiction;Japan;2100;No;1h 40min;Platforms;2521;0;F;23;67;997;right
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;End of the 19th century;No;1h 40min;Cinema;445;1;F;23;67;998;left
Tim Burton;Live-action;Robots/androids/humanoids;Science-fiction;Mars;2022;No;1h 40min;Cinema;701;0;F;23;67;998;center
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;Mars;2022;Yes;2h;Cinema;1151;0;F;23;67;998;right
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;Mars;2022;No;2h;Cinema;1580;0;F;23;67;999;left
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Europe;End of the 19th century;No;2h;Cinema;1366;1;F;23;67;999;center
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2100;Yes;1h 40min;Cinema;301;0;F;23;67;999;right
Tim Burton;Live-action;Humans;Thriller;Europe;End of the 19th century;No;2h;Platforms;3083;1;F;23;67;1000;left
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;Japan;End of the 19th century;Yes;2h;Platforms;2696;0;F;23;67;1000;center
Steven Spielberg;Live-action;Humans;Science-fiction;Japan;End of the 19th century;Yes;2h;Cinema;942;0;F;23;67;1000;right
Steven Spielberg;Animation film;Humans;Science-fiction;United States of America;2100;No;2h;Cinema;1587;0;F;23;67;1001;left
Tim Burton;Animation film;Humans;Thriller;Japan;2022;No;2h;Platforms;3260;0;F;23;67;1001;center
Tim Burton;Live-action;Animals;Thriller;United States of America;2022;No;2h;Platforms;3197;1;F;23;67;1001;right
Christopher Nolan;Animation film;Humans;Science-fiction;United States of America;2022;No;1h 40min;Cinema;577;0;F;23;67;1002;left
Christopher Nolan;Animation film;Humans;Science-fiction;Europe;2022;Yes;2h;Platforms;2773;0;F;23;67;1002;center
Christopher Nolan;Animation film;Animals;Science-fiction;Japan;2022;No;2h;Cinema;1519;1;F;23;67;1002;right
Steven Spielberg;Animation film;Animals;Thriller;Europe;2022;No;2h;Cinema;1503;0;F;23;67;1003;left
